AvgOrderValue,PurchaseFrequency,NumProductCategoriesShoppedIn,AvgDiscountUsed
22.91,0.44,1,0.02
19.15,12.39,3,0.1
23.63,1.45,1,0.045
164.98,1.66,2,0.057
191.5,1.84,2,0.055
38.0,8.94,3,0.148
219.81,2.52,1,0.017
40.68,2.21,2,0.457
228.97,2.53,3,0.05
38.94,3.16,3,0.143
48.26,3.47,2,0.292
203.48,2.18,3,0.062
48.94,11.73,2,0.123
121.48,1.02,2,0.052
37.45,8.28,3,0.022
46.29,11.8,2,0.069
40.2,2.67,3,0.293
165.71,1.72,2,0.058
219.46,1.22,3,0.0
170.99,2.56,2,0.06
202.08,0.62,3,0.026
224.82,1.75,1,0.046
40.56,13.9,2,0.124
253.13,2.26,3,0.042
27.19,1.17,1,0.032
208.46,2.66,2,0.054
28.62,15.28,4,0.079
28.69,7.5,3,0.088
36.91,1.72,1,0.0
37.55,1.39,2,0.337
50.93,12.26,2,0.097
33.43,8.29,3,0.131
29.61,2.23,1,0.029
193.07,1.85,3,0.043
33.43,10.68,3,0.117
232.69,1.47,2,0.047
208.69,2.28,2,0.079
37.32,10.26,4,0.157
51.6,2.64,1,0.309
220.3,2.15,2,0.047
199.53,2.06,1,0.048
54.82,3.75,2,0.438
170.04,1.93,3,0.043
31.67,2.92,2,0.314
243.6,2.54,2,0.027
34.75,10.11,3,0.024
23.2,1.39,1,0.031
49.38,3.99,1,0.553
54.41,2.24,2,0.474
22.37,0.68,1,0.04
42.79,2.06,2,0.373
34.76,0.78,1,0.019
30.82,18.23,3,0.071
50.96,3.7,1,0.393
205.77,2.35,2,0.037
29.19,1.35,1,0.0
168.6,1.91,2,0.067
48.27,3.1,2,0.396
48.75,2.7,1,0.431
209.91,1.72,2,0.049
36.31,8.98,2,0.109
18.33,0.94,1,0.02
167.91,1.76,1,0.016
24.97,0.34,1,0.032
55.12,2.92,1,0.303
32.02,12.79,4,0.124
215.73,2.01,2,0.0
33.36,3.86,1,0.323
239.82,2.46,2,0.0
37.2,4.14,1,0.379
18.1,17.1,3,0.148
35.13,15.65,3,0.059
20.75,1.04,1,0.0
235.27,1.24,2,0.071
20.31,11.24,3,0.089
243.03,1.78,1,0.114
34.64,0.33,1,0.026
43.17,12.12,3,0.071
44.62,4.85,2,0.412
39.11,10.82,3,0.041
44.11,3.51,1,0.359
201.93,2.04,2,0.02
24.63,13.12,4,0.091
196.57,2.64,2,0.095
32.63,1.54,1,0.044
28.97,14.28,4,0.143
36.87,13.26,4,0.072
44.01,2.77,2,0.514
40.83,3.52,2,0.385
39.13,15.65,3,0.113
25.14,10.22,3,0.156
38.27,2.63,1,0.398
224.15,1.51,2,0.039
50.51,3.72,2,0.232
40.97,2.93,1,0.248
19.13,0.5,1,0.056
37.94,11.33,4,0.139
45.5,3.39,2,0.429
40.85,12.88,4,0.059
30.61,1.29,1,0.455
154.11,2.49,2,0.09
28.3,13.64,3,0.176
32.11,14.04,2,0.057
43.08,4.79,2,0.479
237.74,1.01,3,0.059
62.79,1.74,2,0.368
32.55,1.21,1,0.0
27.39,10.17,3,0.059
62.19,2.13,2,0.45
43.12,16.91,3,0.062
35.91,0.69,1,0.049
208.64,2.28,1,0.076
49.74,3.37,3,0.312
39.59,10.9,3,0.103
201.13,1.92,2,0.062
45.29,13.92,4,0.089
40.01,16.37,3,0.125
37.47,2.62,1,0.274
35.71,2.53,2,0.28
38.69,2.89,2,0.293
26.1,1.11,1,0.016
17.42,0.46,1,0.021
56.89,3.94,2,0.321
217.83,2.9,3,0.025
191.72,1.79,2,0.07
185.48,1.95,1,0.027
20.85,10.54,3,0.123
192.63,2.07,3,0.012
53.24,3.08,2,0.274
196.76,3.28,2,0.067
38.38,12.15,3,0.102
215.87,2.99,2,0.086
34.45,2.95,3,0.419
168.05,2.79,2,0.005
40.05,7.73,2,0.099
53.53,3.04,2,0.21
49.15,1.95,2,0.316
123.93,1.78,1,0.064
41.44,11.62,3,0.044
10.72,12.1,2,0.092
195.16,2.26,2,0.027
23.5,13.95,4,0.149
37.25,12.11,3,0.149
145.95,2.65,2,0.016
23.32,8.99,3,0.054
46.52,2.96,1,0.402
55.35,3.08,1,0.515
31.5,0.76,1,0.006
176.17,2.04,2,0.009
31.97,13.22,3,0.117
211.47,3.04,1,0.089
212.06,2.47,1,0.037
19.4,0.94,1,0.04
183.96,2.56,2,0.074
36.01,1.52,2,0.332
53.72,2.81,1,0.361
46.37,10.23,3,0.029
40.75,10.25,4,0.129
37.04,16.79,3,0.136
26.87,0.93,2,0.02
230.5,2.27,1,0.031
48.91,11.75,2,0.092
30.65,10.09,4,0.114
23.69,14.09,5,0.092
27.28,12.51,3,0.084
42.78,2.69,1,0.273
197.45,1.41,2,0.014
40.96,3.36,2,0.46
219.96,2.48,1,0.058
23.59,1.42,2,0.031
34.81,12.47,2,0.08
39.67,14.75,3,0.042
40.62,13.49,2,0.147
38.24,9.13,3,0.121
48.89,2.15,2,0.318
30.71,0.77,1,0.055
38.27,9.45,3,0.058
54.42,3.7,2,0.287
206.78,2.03,2,0.043
37.23,14.13,4,0.072
28.41,1.79,1,0.062
36.05,2.51,3,0.419
43.14,2.16,2,0.321
31.55,0.92,2,0.028
49.09,3.15,2,0.383
26.81,0.81,1,0.03
54.65,2.15,3,0.444
44.69,3.84,3,0.212
34.5,1.54,1,0.02
50.01,2.22,3,0.371
190.77,0.5,2,0.015
254.71,2.95,3,0.032
35.31,1.17,1,0.0
49.76,12.93,2,0.067
193.49,2.42,2,0.032
192.86,2.86,2,0.029
46.77,3.62,2,0.332
188.61,2.3,2,0.045
27.74,10.51,3,0.052
27.57,0.66,1,0.011
241.03,2.15,2,0.032
54.68,1.51,3,0.313
55.41,2.97,2,0.288
224.88,1.64,2,0.083
21.1,2.5,2,0.398
47.1,2.57,2,0.305
36.46,3.81,2,0.325
37.15,11.78,4,0.055
241.41,2.45,2,0.042
22.85,0.53,1,0.0
51.89,2.2,4,0.396
54.93,2.73,1,0.362
34.65,9.16,3,0.118
29.34,1.68,1,0.035
25.21,0.93,1,0.0
30.32,14.13,5,0.129
28.86,7.7,3,0.083
53.73,3.8,2,0.34
29.39,11.97,2,0.056
12.42,0.98,1,0.046
136.15,2.44,2,0.101
252.36,0.97,3,0.065
188.4,1.79,3,0.106
16.78,0.22,1,0.031
33.49,14.97,3,0.085
34.37,13.62,3,0.081
46.65,12.03,2,0.104
36.16,12.25,3,0.063
32.38,8.85,3,0.154
20.71,1.48,1,0.037
173.52,1.93,2,0.056
21.57,12.23,4,0.087
35.32,3.51,3,0.363
33.69,1.71,1,0.206
57.93,2.13,2,0.293
61.25,3.73,2,0.319
47.75,12.07,2,0.09
198.55,2.1,2,0.04
27.06,15.6,2,0.117
52.94,2.09,2,0.328
33.1,12.84,4,0.11
215.99,0.78,1,0.02
47.22,3.85,2,0.262
251.07,1.6,2,0.033
160.19,1.76,2,0.097
17.96,0.69,1,0.027
208.34,2.15,2,0.061
39.54,3.64,2,0.28
49.03,3.46,2,0.388
49.23,2.6,1,0.329
222.38,1.64,2,0.072
24.15,1.16,2,0.029
20.62,0.98,1,0.007
249.69,2.97,2,0.066
226.69,1.68,1,0.052
35.95,9.51,2,0.08
26.93,1.6,2,0.018
226.76,1.41,2,0.103
66.08,3.37,2,0.327
36.89,3.9,2,0.469
40.27,10.48,4,0.072
41.84,3.31,2,0.397
236.8,0.23,3,0.09
184.3,3.4,2,0.041
35.9,10.69,2,0.127
34.66,10.75,3,0.045
218.21,1.58,2,0.056
56.12,2.28,3,0.31
30.71,1.19,1,0.039
189.9,2.5,2,0.08
43.01,4.09,1,0.289
180.3,2.49,2,0.057
23.88,0.69,1,0.064
46.32,12.11,3,0.094
30.96,10.06,3,0.163
38.03,6.48,3,0.061
21.41,0.6,1,0.033
38.0,17.96,4,0.101
43.0,12.32,3,0.132
53.86,3.67,2,0.35
200.72,1.71,2,0.055
188.3,2.45,2,0.044
28.56,1.09,1,0.022
29.02,12.75,2,0.037
163.84,2.71,2,0.021
240.56,2.04,1,0.059
46.21,4.32,2,0.383
24.5,14.59,2,0.146
54.0,2.68,2,0.243
48.5,2.4,2,0.319
40.31,10.04,2,0.105
46.97,3.41,2,0.175
141.34,2.38,2,0.039
48.94,2.99,2,0.393
47.16,11.46,3,0.127
195.47,2.76,2,0.052
24.94,0.78,1,0.052
238.76,2.45,1,0.059
46.9,12.84,5,0.139
47.55,2.43,2,0.305
211.87,2.66,2,0.057
27.66,14.12,1,0.094
227.58,1.48,2,0.057
54.44,16.56,3,0.187
30.89,1.31,1,0.005
243.32,2.44,3,0.057
189.36,1.84,2,0.029
181.61,2.5,2,0.076
35.02,0.2,1,0.038
45.26,2.38,1,0.417
36.54,15.21,3,0.128
35.29,1.5,1,0.017
31.21,2.07,2,0.383
52.38,3.76,2,0.289
178.94,3.24,1,0.071
164.94,2.12,1,0.063
32.05,11.85,4,0.145
51.94,2.28,2,0.224
12.07,0.2,1,0.069
214.36,2.37,2,0.046
160.69,2.1,2,0.046
67.9,3.6,2,0.265
173.1,1.26,2,0.065
21.89,0.2,1,0.037
184.12,1.98,2,0.056
33.75,1.07,2,0.037
30.75,14.93,4,0.093
35.53,13.27,2,0.091
28.57,1.95,2,0.496
32.44,12.33,5,0.147
206.32,1.73,3,0.028
35.66,12.59,3,0.054
278.59,2.2,2,0.075
26.37,1.25,1,0.034
55.79,2.93,2,0.279
21.38,0.8,1,0.0
39.7,2.45,2,0.333
29.42,0.72,1,0.035
39.66,3.85,2,0.262
65.38,3.63,2,0.429
31.41,1.67,1,0.0
243.0,1.45,2,0.001
164.73,2.16,2,0.008
40.99,9.58,2,0.141
28.98,3.82,3,0.374
63.32,3.81,2,0.364
45.27,3.1,2,0.453
37.06,13.3,1,0.129
164.39,1.72,1,0.018
30.94,8.94,4,0.094
40.63,14.14,3,0.053
190.46,1.98,2,0.044
12.2,1.89,1,0.43
30.2,3.14,2,0.397
34.13,0.85,1,0.032
46.89,2.63,2,0.312
34.3,2.63,2,0.37
34.23,10.36,4,0.091
32.1,14.39,4,0.184
126.67,2.27,2,0.0
37.0,2.82,2,0.23
75.66,2.95,2,0.401
50.8,2.95,2,0.293
52.34,13.09,3,0.149
29.52,11.4,4,0.145
210.67,1.81,2,0.095
31.19,6.83,3,0.066
56.46,4.07,3,0.409
19.82,1.17,1,0.016
25.15,1.58,1,0.048
193.65,1.75,1,0.062
15.35,0.58,1,0.0
221.84,2.29,2,0.051
25.97,0.69,1,0.007
30.16,8.01,3,0.148
55.68,3.51,2,0.379
195.91,3.23,1,0.068
196.81,2.12,2,0.051
58.73,7.78,3,0.102
224.32,1.09,2,0.055
155.27,3.08,3,0.086
45.28,12.22,4,0.102
25.56,0.28,1,0.002
39.39,12.27,3,0.107
30.15,12.43,2,0.074
149.0,2.83,2,0.078
19.0,8.05,3,0.112
43.22,16.88,2,0.114
49.42,2.52,2,0.465
37.83,12.46,4,0.094
36.12,6.68,4,0.158
19.43,1.15,1,0.026
275.31,1.79,2,0.014
200.73,2.14,2,0.094
55.75,11.71,3,0.156
24.32,1.37,1,0.043
35.5,1.15,1,0.036
37.32,12.12,3,0.113
54.38,4.53,3,0.073
29.2,12.03,2,0.157
13.65,0.88,1,0.0
171.98,2.28,1,0.083
165.76,0.44,1,0.02
29.83,2.14,3,0.454
187.93,1.78,3,0.063
24.7,1.39,1,0.008
191.06,1.48,1,0.039
181.8,2.38,1,0.005
26.51,0.73,1,0.017
35.95,13.28,2,0.079
191.01,2.01,2,0.054
18.97,0.2,2,0.023
34.09,11.23,5,0.058
26.53,13.38,3,0.083
30.13,1.25,1,0.0
24.36,3.06,2,0.362
40.01,1.3,3,0.602
170.99,2.72,3,0.052
41.77,9.06,3,0.04
144.83,2.15,1,0.033
24.66,7.27,3,0.137
41.29,2.38,2,0.389
30.33,11.88,4,0.146
39.01,3.25,1,0.322
24.51,10.8,3,0.13
21.16,0.72,1,0.0
237.39,2.8,2,0.017
169.71,2.38,3,0.08
33.63,3.52,2,0.236
47.86,3.79,2,0.302
20.27,14.71,4,0.078
34.06,0.72,1,0.083
196.71,2.66,1,0.048
186.25,3.06,2,0.04
13.97,1.2,1,0.034
54.59,2.51,2,0.304
44.68,2.17,1,0.375
29.18,13.16,4,0.111
23.21,13.98,4,0.1
39.62,8.65,4,0.096
7.43,15.63,2,0.12
51.14,13.71,2,0.095
36.58,11.24,3,0.016
62.31,3.5,3,0.484
23.67,0.31,1,0.007
36.96,15.99,3,0.035
43.91,3.19,2,0.346
33.86,9.53,4,0.073
177.59,1.76,2,0.083
55.8,3.06,3,0.277
180.6,1.98,2,0.0
28.43,1.59,1,0.021
43.25,12.71,3,0.12
37.3,10.52,2,0.015
59.83,1.81,2,0.3
188.36,1.84,2,0.082
209.66,1.16,2,0.04
219.68,1.76,2,0.037
156.03,2.59,2,0.069
26.98,8.97,2,0.108
198.6,2.27,2,0.043
226.49,2.73,1,0.079
52.23,3.76,3,0.428
225.01,2.05,2,0.06
35.99,14.38,3,0.14
197.17,2.86,2,0.031
31.09,13.6,3,0.071
249.58,2.09,2,0.076
177.31,2.27,2,0.058
43.33,14.29,3,0.11
31.92,1.4,1,0.021
236.93,2.3,2,0.055
138.4,1.07,2,0.091
235.75,1.66,1,0.08
178.36,2.63,2,0.05
33.17,11.68,2,0.108
208.39,1.65,2,0.095
34.28,3.65,2,0.319
35.43,3.45,2,0.285
24.23,1.57,1,0.05
26.52,0.78,2,0.049
43.89,3.92,2,0.384
203.03,1.26,2,0.044
26.78,11.6,4,0.054
31.51,12.35,3,0.009
33.5,3.11,2,0.392
175.29,1.57,2,0.105
109.44,1.52,3,0.068
62.84,3.0,2,0.283
33.66,0.38,1,0.046
33.91,2.94,1,0.377
213.99,1.42,2,0.052
48.55,3.86,2,0.373
210.94,1.44,2,0.01
43.98,3.97,3,0.238
20.12,1.47,1,0.0
38.84,12.65,2,0.07
28.44,0.65,1,0.03
35.94,10.28,3,0.078
34.16,2.68,2,0.411
29.17,14.5,4,0.119
43.49,7.68,4,0.167
42.96,12.71,3,0.049
35.51,13.35,3,0.205
239.42,1.18,2,0.035
205.66,2.6,3,0.018
231.75,1.56,3,0.076
207.86,1.77,1,0.041
184.97,1.21,2,0.065
37.41,2.42,2,0.23
184.05,1.21,2,0.017
39.74,12.39,3,0.058
17.02,0.8,1,0.019
242.52,2.24,2,0.093
29.0,15.69,4,0.088
165.95,1.86,1,0.003
32.84,8.28,2,0.055
49.09,1.74,2,0.334
23.76,0.77,1,0.023
219.15,1.51,1,0.042
166.2,2.18,2,0.065
39.88,1.3,1,0.015
237.74,1.92,1,0.085
190.79,3.65,2,0.06
33.74,0.71,1,0.045
33.92,15.18,3,0.143
22.14,1.91,2,0.292
143.6,1.18,1,0.031
210.03,1.48,2,0.01
55.95,15.29,2,0.143
42.54,3.74,2,0.361
36.22,9.49,1,0.079
43.45,10.61,4,0.142
38.91,3.29,3,0.417
247.81,1.15,3,0.04
28.26,0.83,1,0.029
216.18,1.63,2,0.109
38.53,3.89,2,0.391
148.64,1.28,3,0.013
53.49,4.2,1,0.379
179.15,3.35,1,0.05
31.12,11.54,4,0.058
34.97,3.67,3,0.36
42.94,4.06,3,0.388
45.72,3.06,2,0.455
27.78,14.71,3,0.099
22.93,10.03,3,0.009
34.38,12.8,3,0.144
16.81,15.59,3,0.148
192.45,2.22,2,0.014
44.48,6.8,3,0.089
25.76,10.64,3,0.098
36.27,14.7,5,0.101
201.04,2.42,2,0.081
38.52,2.93,2,0.299
201.67,2.03,2,0.079
43.33,3.91,2,0.28
199.92,1.68,1,0.023
201.82,0.74,2,0.053
44.74,3.77,3,0.33
35.36,8.63,3,0.047
57.46,3.65,2,0.345
54.89,3.04,3,0.351
37.76,15.86,2,0.094
164.86,2.7,2,0.068
36.07,13.1,3,0.075
44.78,3.8,1,0.484
40.47,12.97,4,0.112
206.2,2.75,1,0.035
65.58,3.23,2,0.498
24.55,1.16,1,0.06
42.54,2.22,3,0.458
187.47,2.38,1,0.025
31.61,10.35,3,0.065
34.5,12.56,2,0.09
205.22,1.65,3,0.0
209.47,2.44,1,0.069
32.33,3.73,2,0.314
45.96,3.68,1,0.379
24.42,10.94,3,0.174
17.42,0.62,1,0.013
36.9,12.34,2,0.099
21.42,13.39,3,0.1
176.14,2.23,1,0.078
233.32,2.04,2,0.053
155.39,2.15,2,0.034
33.2,2.17,2,0.516
37.45,16.89,5,0.183
34.83,0.67,1,0.006
34.96,9.53,1,0.14
35.78,3.13,2,0.325
208.74,1.52,2,0.0
59.12,2.62,2,0.348
27.54,15.46,2,0.001
28.73,10.98,3,0.088
212.39,2.53,2,0.027
192.82,1.01,1,0.08
164.19,1.92,1,0.013
57.68,2.2,1,0.213
21.61,5.83,3,0.112
29.26,9.9,4,0.094
27.95,0.49,1,0.009
225.86,1.84,2,0.0
208.69,1.74,2,0.028
51.15,3.04,2,0.413
23.59,16.37,3,0.091
191.58,2.03,2,0.081
41.37,3.19,2,0.482
154.3,1.6,2,0.092
46.31,3.59,2,0.434
45.79,13.6,3,0.093
34.94,10.58,3,0.131
15.0,0.79,1,0.025
47.16,3.06,2,0.285
29.24,1.35,2,0.014
36.66,15.88,3,0.093
38.92,7.99,4,0.086
37.33,3.65,2,0.41
36.2,3.89,3,0.081
21.29,0.8,1,0.032
37.74,12.36,2,0.14
248.04,2.46,2,0.056
186.02,1.35,1,0.088
184.04,2.47,3,0.032
54.58,2.38,2,0.439
22.73,1.12,1,0.027
46.88,3.24,2,0.459
33.9,11.65,3,0.056
38.21,3.83,2,0.377
31.0,0.69,1,0.028
207.62,2.37,3,0.09
36.95,15.65,2,0.111
193.4,1.81,3,0.045
37.17,0.48,1,0.017
218.44,1.55,2,0.074
42.67,13.14,2,0.064
47.8,2.09,1,0.271
18.35,0.68,1,0.016
193.41,2.14,1,0.032
35.02,16.95,3,0.113
41.59,10.64,3,0.113
31.68,2.53,2,0.27
147.09,2.27,2,0.054
52.84,3.02,2,0.299
35.95,11.25,4,0.044
38.26,11.37,3,0.111
38.71,1.1,1,0.316
34.4,3.16,2,0.318
216.58,2.23,4,0.037
186.66,2.12,2,0.02
46.0,1.89,2,0.236
202.64,1.85,2,0.0
223.06,1.74,1,0.067
42.0,2.44,1,0.338
26.53,13.48,3,0.055
40.2,9.52,4,0.042
39.11,12.18,3,0.12
55.49,2.36,2,0.361
41.01,14.69,3,0.143
35.61,9.16,3,0.037
35.32,13.32,3,0.031
40.37,2.87,1,0.326
18.1,12.55,3,0.135
31.23,2.23,2,0.484
35.68,7.71,2,0.096
207.23,2.19,2,0.013
219.21,2.3,2,0.052
26.77,1.4,1,0.001
39.49,3.79,2,0.459
253.76,1.18,2,0.026
35.81,4.48,2,0.3
35.52,1.39,1,0.017
41.29,3.94,2,0.361
22.98,7.46,4,0.101
39.47,11.2,3,0.092
55.83,3.34,3,0.295
36.25,10.51,3,0.118
160.56,2.06,2,0.021
30.67,16.63,3,0.072
160.34,0.82,3,0.05
36.83,9.91,3,0.108
35.45,0.93,2,0.405
43.91,10.64,4,0.135
26.49,15.69,3,0.092
25.46,1.88,1,0.027
24.07,0.2,1,0.0
32.44,2.37,2,0.342
29.51,1.53,1,0.025
206.2,2.56,1,0.042
210.01,2.21,2,0.055
27.22,0.62,1,0.015
48.78,2.26,2,0.265
21.95,1.05,1,0.038
190.05,1.5,1,0.036
273.69,0.89,1,0.062
24.23,11.0,2,0.108
12.04,1.09,1,0.004
33.69,13.36,3,0.099
210.57,2.53,1,0.052
34.89,11.31,3,0.095
25.8,1.01,1,0.036
39.46,1.1,2,0.339
32.09,4.11,2,0.44
155.09,1.52,2,0.092
21.5,14.7,3,0.162
165.97,2.22,2,0.062
61.69,3.38,1,0.451
28.5,9.79,2,0.097
58.29,3.12,2,0.423
265.49,2.03,1,0.074
51.31,2.93,1,0.5
37.61,9.78,3,0.161
219.11,1.76,3,0.03
43.56,2.62,2,0.307
8.09,0.77,1,0.0
243.6,1.85,3,0.068
51.14,2.88,2,0.268
203.36,2.69,2,0.04
162.55,2.7,1,0.113
42.71,2.63,2,0.299
33.88,15.87,2,0.148
26.3,10.13,2,0.043
24.01,1.39,1,0.04
26.02,1.17,2,0.016
33.53,2.38,2,0.371
55.18,3.99,2,0.448
33.97,1.62,1,0.048
180.32,1.81,2,0.033
12.59,1.34,1,0.016
47.66,4.16,1,0.359
35.99,13.22,4,0.078
48.65,4.19,3,0.389
192.47,2.05,2,0.085
47.88,3.43,2,0.491
27.75,12.26,3,0.091
50.13,3.91,1,0.441
31.88,11.03,4,0.049
31.13,2.74,2,0.381
209.09,1.0,2,0.009
49.62,2.39,2,0.404
239.11,1.84,2,0.106
47.06,3.57,2,0.393
56.89,3.56,2,0.241
172.11,1.62,1,0.066
41.08,10.42,4,0.105
22.09,13.25,3,0.124
26.55,10.62,3,0.164
165.7,2.36,3,0.034
31.11,12.19,2,0.127
55.32,3.7,3,0.295
35.25,3.68,2,0.195
187.96,1.67,2,0.055
226.92,2.57,2,0.0
29.45,11.54,4,0.04
13.37,1.34,1,0.017
211.1,3.33,3,0.008
17.61,1.74,1,0.028
45.62,2.15,2,0.47
34.3,15.87,3,0.079
41.81,14.01,3,0.06
228.2,1.5,2,0.019
38.77,4.83,1,0.238
27.35,1.2,2,0.006
44.19,2.48,2,0.305
18.78,0.62,1,0.03
26.32,13.62,5,0.11
50.43,2.46,2,0.32
189.08,1.76,2,0.055
47.96,1.66,2,0.229
39.28,2.32,2,0.441
47.05,1.02,1,0.013
45.12,13.48,3,0.075
22.84,9.09,3,0.148
39.47,15.4,4,0.14
196.97,1.66,2,0.059
198.58,2.56,2,0.018
35.55,13.36,3,0.097
192.85,1.51,2,0.031
243.22,1.74,4,0.03
26.61,11.86,3,0.056
276.39,2.37,2,0.027
11.9,0.69,1,0.012
42.03,3.54,2,0.535
24.66,13.47,1,0.054
40.41,17.03,3,0.109
31.54,11.96,3,0.07
43.82,2.78,3,0.465
49.22,2.7,2,0.26
182.14,2.79,2,0.141
201.45,1.68,2,0.086
33.41,11.91,3,0.087
52.68,13.8,2,0.065
53.27,2.06,2,0.219
35.23,11.12,3,0.08
36.59,7.38,3,0.099
221.16,1.84,1,0.042
242.41,2.25,2,0.09
30.88,0.86,1,0.0
44.96,3.05,2,0.301
190.95,1.52,3,0.059
195.29,3.33,3,0.01
18.29,15.5,3,0.128
28.02,8.36,2,0.055
37.33,13.93,3,0.093
188.71,0.67,2,0.115
253.94,2.54,2,0.039
165.79,2.58,3,0.028
24.44,11.31,4,0.08
203.89,2.12,2,0.042
41.54,12.38,1,0.132
171.33,2.31,2,0.074
29.33,3.78,1,0.362
175.08,3.02,3,0.003
207.65,1.53,2,0.06
204.99,1.82,2,0.012
38.96,3.27,2,0.376
33.56,0.61,1,0.012
257.54,1.46,1,0.057
41.01,11.15,4,0.039
57.01,2.79,1,0.341
176.15,2.18,3,0.016
22.86,13.11,4,0.081
35.2,10.29,4,0.05
42.89,2.14,2,0.288
39.67,1.88,2,0.209
55.48,3.97,1,0.286
27.36,2.58,2,0.415
158.85,1.69,3,0.038
43.35,3.03,2,0.537
22.95,1.22,1,0.0
50.81,2.47,2,0.291
46.07,15.53,2,0.119
41.96,3.41,1,0.304
38.92,13.06,2,0.108
32.73,3.03,2,0.299
12.1,0.87,1,0.031
46.72,1.37,2,0.358
205.06,0.76,2,0.067
40.63,13.4,2,0.048
33.35,1.6,1,0.026
39.54,3.12,2,0.339
181.54,2.29,3,0.065
224.41,2.22,1,0.027
206.62,0.7,2,0.02
23.09,1.12,1,0.04
208.14,1.81,1,0.079
219.03,2.72,2,0.069
15.73,1.2,1,0.042
182.12,1.44,1,0.039
134.8,1.53,2,0.063
36.9,13.53,4,0.062
190.25,2.09,2,0.098
8.27,0.58,1,0.051
61.92,4.21,2,0.432
58.51,3.84,2,0.383
50.19,4.47,2,0.224
33.04,14.0,3,0.161
189.91,2.08,2,0.043
55.94,2.83,2,0.358
215.67,0.99,2,0.107
30.15,0.63,1,0.025
221.91,1.0,3,0.07
20.53,1.07,2,0.0
161.23,1.58,3,0.021
22.67,0.91,1,0.043
43.87,9.8,3,0.081
21.07,1.3,1,0.04
226.29,1.41,2,0.015
178.57,1.07,2,0.061
201.94,1.26,1,0.0
173.56,1.53,2,0.014
52.56,2.83,2,0.328
34.46,10.82,2,0.077
228.31,1.3,3,0.029
33.78,10.59,2,0.089
46.96,2.6,1,0.4
37.22,8.68,3,0.121
47.52,4.03,2,0.303
29.08,0.81,1,0.03
205.18,1.95,2,0.074
225.45,1.52,2,0.05
40.6,2.34,2,0.238
51.52,2.83,2,0.292
16.2,0.98,1,0.023
41.31,2.49,2,0.212
27.24,10.64,2,0.105
52.74,11.24,3,0.022
45.25,14.0,3,0.081
261.49,1.54,2,0.0
34.96,3.18,2,0.381
34.34,10.45,2,0.109
215.87,1.67,2,0.046
31.39,1.65,2,0.331
29.63,14.54,3,0.102
44.53,14.06,3,0.095
15.55,0.48,1,0.0
30.42,0.88,1,0.015
42.36,4.66,3,0.553
43.26,10.27,3,0.128
39.18,13.39,4,0.113
22.23,1.29,1,0.006
217.4,1.51,2,0.097
45.22,9.6,2,0.098
57.03,1.92,3,0.365
48.85,3.85,2,0.353
49.51,3.8,3,0.262
24.5,3.29,3,0.169
34.79,13.76,2,0.053
28.92,2.05,2,0.221
182.51,1.85,2,0.067
47.38,3.26,1,0.432
39.42,4.92,3,0.404
35.18,2.48,2,0.393
148.25,3.17,2,0.063
37.96,9.21,3,0.1
179.57,2.91,2,0.076
31.12,0.81,1,0.014
25.54,4.08,2,0.389
31.97,3.43,2,0.494
39.06,11.54,2,0.115
243.55,2.52,3,0.074
49.73,13.35,2,0.081
40.36,3.55,3,0.272
44.98,15.4,3,0.072
30.14,10.39,2,0.017
21.54,1.25,1,0.028
34.31,7.75,4,0.064
35.22,1.62,2,0.424
37.39,15.34,4,0.042
31.52,12.03,3,0.137
45.54,8.9,3,0.118
45.82,16.12,3,0.168
22.33,1.06,1,0.021
190.65,1.14,2,0.067
255.02,2.05,3,0.021
47.5,2.89,2,0.368
41.46,13.87,3,0.149
25.8,1.8,1,0.0
25.03,14.05,2,0.132
163.86,3.94,3,0.035
38.44,12.62,4,0.095
43.02,2.47,2,0.404
15.6,1.1,1,0.024
43.19,13.65,4,0.115
209.27,1.65,1,0.072
20.05,1.81,1,0.033
43.4,16.67,3,0.073
36.2,13.72,4,0.068
32.54,10.93,2,0.131
58.8,4.19,2,0.3
48.36,4.19,2,0.536
30.22,14.7,3,0.071
180.04,2.37,2,0.001
36.11,12.8,2,0.148
42.14,2.58,2,0.169
46.96,13.3,3,0.084
228.64,2.61,2,0.032
35.23,0.52,2,0.025
49.13,11.72,3,0.076
45.68,2.61,2,0.444
209.28,1.98,3,0.0
141.22,1.0,3,0.015
29.44,12.41,4,0.023
27.61,2.47,2,0.419
39.98,13.57,3,0.12
64.47,4.43,2,0.254
25.95,1.96,1,0.045
273.39,1.85,1,0.0
176.64,3.17,3,0.07
26.05,9.24,4,0.037
47.54,10.87,3,0.139
45.27,2.64,2,0.379
32.8,13.12,2,0.144
46.46,3.26,2,0.441
234.0,2.29,1,0.001
29.82,13.55,3,0.138
44.39,12.58,4,0.153
22.43,12.42,3,0.08
182.48,1.8,1,0.09
219.08,2.41,2,0.049
33.08,3.85,2,0.09
183.08,0.84,2,0.0
27.78,1.21,1,0.025
45.85,2.42,2,0.316
241.34,2.2,2,0.049
24.32,0.59,1,0.017
35.87,7.53,3,0.1
41.62,7.46,4,0.139
55.51,2.4,2,0.323
29.64,13.07,2,0.021
199.15,1.76,3,0.113
45.8,4.35,2,0.359
30.11,9.42,2,0.055
244.16,1.48,2,0.013
28.3,11.04,4,0.135
180.24,2.68,3,0.046
