AvgOrderValue,PurchaseFrequency,NumProductCategoriesShoppedIn,AvgDiscountUsed,Cluster
44.19,7.45,3,0.089,0
29.57,4.77,1,0.457,3
25.89,14.05,2,0.052,0
28.93,8.48,4,0.058,0
20.52,0.73,1,0.001,2
30.21,11.91,2,0.08,0
30.02,11.11,4,0.119,0
30.41,0.55,1,0.042,2
32.0,12.18,2,0.087,0
216.05,2.48,2,0.119,1
48.39,2.86,2,0.3,3
25.93,11.45,4,0.062,0
27.0,13.01,3,0.104,0
41.99,2.29,2,0.4,3
17.7,0.93,1,0.013,2
32.28,3.19,2,0.367,3
22.72,0.49,1,0.0,2
228.34,1.82,2,0.023,1
38.08,10.27,3,0.104,0
37.1,13.39,2,0.14,0
43.33,11.03,2,0.168,0
236.71,1.81,2,0.053,1
33.15,14.42,2,0.062,0
54.77,2.28,1,0.252,3
54.58,2.41,2,0.277,3
169.25,1.08,2,0.065,1
49.9,3.83,2,0.419,3
20.72,10.1,3,0.049,0
39.88,12.7,5,0.073,0
25.16,14.25,3,0.162,0
30.68,13.92,3,0.094,0
48.04,2.68,1,0.307,3
22.46,1.66,1,0.011,2
25.99,0.79,2,0.039,2
15.53,14.01,3,0.097,0
218.22,1.95,2,0.012,1
30.76,12.06,4,0.102,0
20.28,0.89,1,0.009,2
35.8,12.25,4,0.112,0
159.68,0.87,3,0.034,1
164.89,2.07,2,0.02,1
34.3,0.43,1,0.001,2
166.96,1.42,1,0.026,1
205.11,0.98,2,0.003,1
40.35,0.83,1,0.0,2
186.65,1.43,2,0.063,1
206.7,1.74,1,0.001,1
35.09,2.11,1,0.329,3
27.02,1.21,1,0.016,2
228.01,3.07,2,0.046,1
189.76,1.86,2,0.09,1
226.4,2.27,2,0.08,1
21.92,8.48,4,0.103,0
40.33,11.68,2,0.083,0
65.63,2.34,2,0.481,3
149.32,1.85,2,0.052,1
58.38,2.82,3,0.33,3
231.13,1.68,2,0.037,1
26.92,1.06,1,0.0,2
201.19,2.16,2,0.051,1
228.57,2.11,2,0.038,1
19.61,0.75,1,0.051,2
23.41,3.04,3,0.411,3
42.94,3.4,2,0.302,3
188.96,0.86,3,0.057,1
217.0,2.44,2,0.051,1
28.85,0.84,1,0.034,2
256.75,2.0,2,0.078,1
53.54,2.95,2,0.231,3
31.57,11.55,3,0.116,0
47.22,3.17,3,0.346,3
45.51,2.74,1,0.318,3
39.94,2.28,2,0.357,3
10.35,1.25,1,0.04,2
38.8,9.95,3,0.076,0
178.47,1.17,2,0.097,1
25.11,8.88,3,0.123,0
58.69,1.89,2,0.331,3
47.51,3.3,2,0.211,3
52.2,14.71,3,0.068,0
202.75,1.9,2,0.123,1
26.72,3.81,2,0.28,3
34.31,6.87,3,0.122,0
36.34,10.01,3,0.071,0
31.22,3.21,3,0.216,3
25.34,1.21,1,0.045,2
29.53,3.73,2,0.43,3
25.46,3.74,2,0.363,3
52.62,9.42,2,0.171,0
49.51,1.34,2,0.225,3
29.11,2.24,1,0.059,2
30.49,12.46,2,0.084,0
52.33,2.79,2,0.19,3
42.78,3.29,2,0.255,3
37.81,4.56,2,0.28,3
22.24,1.14,1,0.013,2
47.19,2.1,2,0.336,3
40.46,15.2,2,0.037,0
39.21,10.49,3,0.153,0
185.12,1.65,3,0.05,1
166.84,2.47,2,0.089,1
13.59,1.73,1,0.0,2
34.44,0.39,1,0.022,2
36.8,11.69,4,0.083,0
44.96,2.53,1,0.343,3
203.9,1.62,1,0.081,1
47.89,5.05,2,0.326,3
31.12,14.78,4,0.102,0
41.03,12.01,2,0.03,0
27.73,0.67,1,0.042,2
179.27,1.99,2,0.017,1
40.66,7.71,4,0.109,0
40.27,1.81,1,0.388,3
69.78,3.48,2,0.392,3
22.63,0.93,1,0.017,2
248.61,1.97,2,0.085,1
26.49,13.44,3,0.101,0
183.2,2.02,1,0.029,1
35.87,11.57,3,0.106,0
42.47,3.71,1,0.479,3
66.14,2.54,2,0.363,3
28.99,11.75,3,0.104,0
30.57,14.9,3,0.024,0
41.85,14.09,3,0.14,0
44.14,2.11,3,0.478,3
29.23,9.31,2,0.096,0
234.08,2.31,3,0.028,1
233.61,2.43,3,0.055,1
47.8,10.18,4,0.051,0
41.36,4.41,2,0.287,3
21.01,0.66,1,0.024,2
22.57,1.18,2,0.001,2
38.72,16.09,4,0.152,0
199.2,2.14,2,0.074,1
42.42,12.07,2,0.11,0
215.67,2.32,3,0.0,1
216.89,1.45,1,0.082,1
49.11,2.0,1,0.439,3
187.65,1.57,2,0.046,1
54.58,2.85,2,0.348,3
39.12,12.12,4,0.071,0
233.85,2.91,1,0.041,1
36.64,11.67,2,0.138,0
30.72,7.3,3,0.093,0
22.68,10.84,3,0.008,0
210.39,1.25,2,0.0,1
50.43,3.33,3,0.328,3
60.07,2.05,2,0.228,3
35.24,12.7,2,0.119,0
21.01,0.3,1,0.043,2
216.45,1.79,2,0.082,1
36.73,16.9,4,0.158,0
43.36,3.07,2,0.426,3
155.8,2.06,1,0.045,1
41.4,16.76,3,0.044,0
59.49,2.88,2,0.337,3
26.35,13.73,2,0.08,0
26.54,3.1,2,0.366,3
45.0,3.43,1,0.334,3
47.53,3.42,2,0.441,3
55.92,2.25,2,0.311,3
38.34,2.42,2,0.335,3
35.33,14.33,4,0.143,0
8.64,0.83,1,0.007,2
219.22,3.16,2,0.095,1
49.82,1.71,2,0.264,3
19.36,3.54,2,0.255,3
243.19,1.53,2,0.047,1
159.59,1.97,2,0.044,1
47.06,4.07,2,0.329,3
23.14,0.77,1,0.0,2
160.55,2.29,2,0.032,1
41.93,2.41,2,0.409,3
22.4,1.5,1,0.002,2
160.74,1.75,1,0.04,1
166.84,1.63,3,0.075,1
216.41,1.91,1,0.083,1
23.57,1.14,1,0.004,2
19.47,1.45,1,0.033,2
192.84,2.29,2,0.077,1
20.14,14.27,4,0.101,0
196.3,1.99,3,0.017,1
198.63,1.78,2,0.071,1
171.72,2.78,2,0.027,1
28.0,11.17,3,0.128,0
31.44,10.76,3,0.098,0
47.28,10.79,4,0.126,0
220.45,2.71,2,0.019,1
183.91,1.17,2,0.05,1
31.54,3.66,1,0.377,3
49.85,3.56,2,0.276,3
228.93,1.91,2,0.101,1
43.84,2.44,3,0.352,3
41.38,1.86,2,0.287,3
247.47,2.22,2,0.047,1
221.5,2.42,3,0.059,1
16.77,1.41,1,0.029,2
192.3,2.12,2,0.11,1
33.26,4.78,2,0.266,3
39.29,2.8,3,0.35,3
64.03,0.74,2,0.336,3
179.87,2.65,2,0.051,1
28.15,14.3,3,0.121,0
142.98,2.41,2,0.04,1
42.33,3.32,2,0.327,3
36.64,1.49,1,0.021,2
22.27,4.57,2,0.199,3
28.94,0.74,1,0.0,2
246.31,1.46,2,0.06,1
163.35,2.72,3,0.049,1
193.11,2.13,1,0.068,1
200.02,1.88,2,0.057,1
147.84,1.07,3,0.071,1
210.74,1.72,2,0.05,1
28.4,3.5,3,0.412,3
191.76,1.57,2,0.066,1
40.63,8.82,3,0.107,0
42.12,14.05,3,0.135,0
214.78,2.09,3,0.071,1
219.6,1.39,2,0.011,1
38.54,14.26,3,0.11,0
41.35,15.14,2,0.083,0
28.21,11.02,3,0.068,0
44.58,3.26,2,0.419,3
56.34,3.25,2,0.362,3
33.71,11.48,3,0.097,0
38.51,3.09,2,0.407,3
35.69,13.03,4,0.151,0
20.65,1.57,1,0.033,2
31.31,9.17,3,0.13,0
163.07,1.61,3,0.076,1
148.99,1.81,2,0.074,1
193.32,2.85,2,0.048,1
39.84,3.56,2,0.25,3
26.04,13.54,4,0.075,0
41.99,2.14,2,0.331,3
26.56,8.67,3,0.101,0
28.25,8.87,2,0.152,0
49.72,13.27,3,0.075,0
46.68,1.98,3,0.272,3
260.14,2.23,2,0.028,1
30.86,2.89,1,0.217,2
43.67,15.87,3,0.108,0
39.38,9.33,4,0.167,0
22.78,9.76,2,0.127,0
35.21,3.87,2,0.441,3
158.17,3.02,2,0.075,1
31.7,16.47,2,0.115,0
27.05,15.47,3,0.107,0
203.13,2.18,2,0.0,1
40.66,1.57,2,0.272,3
41.57,11.27,3,0.16,0
35.16,14.06,2,0.106,0
47.67,2.51,2,0.313,3
25.05,1.31,1,0.073,2
44.75,15.24,3,0.02,0
42.49,4.39,2,0.397,3
44.8,3.55,1,0.351,3
49.28,2.03,1,0.349,3
43.0,10.64,4,0.059,0
46.1,9.22,2,0.127,0
154.61,1.77,2,0.051,1
43.61,3.47,2,0.437,3
226.25,2.27,3,0.025,1
43.8,3.17,2,0.432,3
36.8,2.92,2,0.315,3
50.46,2.2,1,0.371,3
163.85,2.4,2,0.032,1
218.67,2.41,3,0.072,1
228.42,1.84,2,0.055,1
11.11,1.3,2,0.025,2
25.54,3.27,2,0.328,3
16.53,1.15,1,0.019,2
193.19,1.56,2,0.0,1
214.37,1.56,2,0.053,1
46.82,3.68,1,0.344,3
59.46,13.23,5,0.105,0
187.93,2.02,3,0.061,1
41.21,11.52,3,0.127,0
187.1,2.3,3,0.1,1
185.2,2.94,2,0.036,1
180.77,1.4,2,0.09,1
18.76,0.94,1,0.04,2
43.65,2.82,3,0.338,3
36.59,16.14,2,0.113,0
39.89,2.31,2,0.368,3
22.52,0.78,2,0.06,2
204.88,1.83,2,0.048,1
43.7,11.86,4,0.121,0
186.37,1.31,2,0.0,1
136.85,1.9,2,0.039,1
42.39,11.41,3,0.15,0
33.87,1.94,2,0.404,3
182.53,1.99,2,0.066,1
21.67,1.03,1,0.032,2
31.34,1.31,1,0.043,2
27.04,0.86,1,0.025,2
212.91,0.67,2,0.014,1
42.66,4.51,3,0.297,3
205.92,1.89,2,0.08,1
233.76,2.2,3,0.097,1
42.91,4.23,2,0.199,3
185.39,1.49,2,0.032,1
50.77,3.97,3,0.353,3
160.77,1.81,1,0.051,1
219.69,2.42,2,0.12,1
32.32,15.33,2,0.105,0
42.88,2.13,2,0.299,3
42.31,8.76,4,0.108,0
183.36,1.34,1,0.004,1
118.77,2.75,2,0.066,1
37.21,11.28,4,0.104,0
183.63,1.76,2,0.072,1
35.47,14.22,2,0.125,0
45.87,2.7,3,0.375,3
31.7,0.4,1,0.023,2
23.23,12.39,3,0.063,0
62.9,3.6,2,0.199,3
17.96,1.23,2,0.027,2
47.16,2.69,3,0.261,3
20.96,1.27,1,0.018,2
227.16,0.94,2,0.009,1
38.07,5.12,3,0.132,0
205.75,2.14,2,0.048,1
27.57,0.86,1,0.045,2
200.75,1.41,2,0.018,1
38.76,11.17,3,0.092,0
17.22,1.83,1,0.0,2
22.57,14.89,3,0.052,0
24.79,1.28,1,0.037,2
194.78,2.83,3,0.044,1
24.71,1.6,1,0.023,2
45.65,4.21,2,0.287,3
158.09,2.99,2,0.003,1
219.64,2.91,3,0.073,1
191.19,2.4,2,0.108,1
196.94,2.25,2,0.043,1
153.56,1.02,1,0.058,1
40.1,2.17,2,0.335,3
52.54,2.87,2,0.413,3
231.02,2.98,1,0.047,1
44.94,4.17,2,0.214,3
235.37,1.76,2,0.059,1
31.24,10.48,2,0.094,0
32.96,10.15,3,0.057,0
42.76,3.23,2,0.442,3
41.81,3.91,2,0.359,3
47.35,3.14,2,0.402,3
26.98,11.53,3,0.144,0
134.61,2.1,1,0.059,1
21.22,1.49,1,0.017,2
34.68,13.49,3,0.077,0
43.16,1.76,2,0.423,3
175.65,1.52,3,0.051,1
35.49,12.19,4,0.1,0
34.54,9.41,3,0.084,0
51.82,3.27,2,0.274,3
51.87,1.98,3,0.38,3
181.51,2.39,3,0.028,1
30.59,12.81,2,0.065,0
42.3,3.14,2,0.192,3
158.47,2.39,2,0.05,1
40.94,2.83,2,0.296,3
19.43,0.73,1,0.038,2
185.35,2.87,2,0.038,1
38.57,11.96,3,0.114,0
52.4,3.47,1,0.441,3
40.2,9.31,2,0.13,0
204.91,3.05,2,0.022,1
23.9,1.34,1,0.04,2
203.09,2.57,2,0.043,1
235.88,1.87,3,0.078,1
33.54,7.78,3,0.121,0
203.66,1.24,3,0.012,1
31.21,9.94,3,0.058,0
38.43,4.95,2,0.362,3
24.02,11.08,3,0.127,0
21.16,0.53,1,0.035,2
44.49,13.49,2,0.083,0
26.49,13.66,2,0.14,0
32.8,2.39,2,0.491,3
41.44,11.26,1,0.091,2
41.36,3.82,1,0.324,3
46.41,1.93,1,0.493,3
23.16,0.58,1,0.0,2
42.25,3.68,2,0.302,3
35.19,12.74,3,0.088,0
205.47,2.11,2,0.063,1
218.06,2.01,1,0.0,1
20.32,1.15,1,0.038,2
19.74,1.25,1,0.033,2
217.44,2.38,1,0.06,1
37.42,10.3,4,0.095,0
176.19,2.37,1,0.052,1
184.39,2.26,2,0.001,1
32.58,1.55,1,0.038,2
40.56,1.29,2,0.418,3
31.34,3.74,3,0.178,3
45.82,3.63,2,0.273,3
169.12,1.33,2,0.068,1
141.06,2.31,2,0.045,1
42.25,10.51,4,0.107,0
26.98,14.4,2,0.08,0
27.9,3.58,2,0.586,3
41.83,13.92,3,0.107,0
36.96,10.03,4,0.0,0
32.36,14.85,3,0.051,0
41.63,4.11,3,0.272,3
50.11,3.65,2,0.301,3
46.69,15.81,4,0.075,0
20.68,0.84,1,0.014,2
197.36,2.15,3,0.066,1
16.99,0.87,1,0.019,2
32.0,11.56,3,0.13,0
36.75,10.34,2,0.109,0
32.83,3.98,2,0.404,3
22.52,1.19,1,0.017,2
26.17,1.28,1,0.012,2
23.18,0.5,1,0.035,2
37.89,4.25,2,0.176,3
23.35,10.26,4,0.106,0
37.4,12.36,4,0.008,0
28.45,0.68,1,0.007,2
198.17,2.35,2,0.09,1
58.42,2.41,2,0.225,3
169.33,2.65,2,0.068,1
193.27,2.53,3,0.02,1
24.15,1.28,1,0.023,2
197.38,3.02,2,0.054,1
25.57,3.11,2,0.248,3
41.48,1.13,1,0.013,2
39.03,11.82,3,0.141,0
191.35,1.93,3,0.081,1
49.35,2.23,2,0.257,3
35.01,4.26,1,0.245,3
164.12,2.23,3,0.073,1
203.46,1.87,2,0.002,1
172.95,1.42,2,0.04,1
44.94,4.07,1,0.31,3
191.73,2.3,1,0.048,1
232.37,2.35,2,0.07,1
40.63,3.86,2,0.409,3
46.94,10.34,2,0.104,0
51.92,3.29,3,0.284,3
48.12,2.0,2,0.196,3
26.67,9.21,2,0.028,0
243.82,1.72,1,0.076,1
166.82,2.13,2,0.118,1
44.32,13.82,2,0.129,0
30.87,2.35,2,0.415,3
27.1,13.77,4,0.162,0
20.08,9.82,2,0.131,0
36.9,12.09,3,0.021,0
35.4,2.55,3,0.3,3
30.31,0.94,1,0.026,2
19.14,1.31,1,0.022,2
37.79,12.12,2,0.04,0
114.36,3.28,1,0.047,2
45.51,12.2,4,0.111,0
48.45,3.26,1,0.286,3
26.22,16.15,4,0.145,0
43.42,12.53,3,0.144,0
36.44,11.91,2,0.136,0
236.91,2.09,2,0.025,1
202.77,3.46,2,0.04,1
40.7,9.65,4,0.157,0
47.31,10.28,3,0.035,0
37.61,3.43,2,0.332,3
43.63,3.71,1,0.343,3
36.1,12.14,3,0.07,0
41.92,1.86,1,0.325,3
203.42,0.83,2,0.064,1
40.02,3.87,2,0.359,3
29.89,14.73,4,0.09,0
220.93,1.68,1,0.055,1
24.51,1.75,2,0.0,2
193.57,1.68,1,0.051,1
246.83,2.72,3,0.062,1
23.97,2.82,2,0.421,3
182.62,2.14,2,0.095,1
43.14,2.24,2,0.283,3
166.75,1.85,2,0.051,1
16.68,11.9,3,0.013,0
28.67,10.9,3,0.123,0
31.65,11.15,5,0.108,0
30.97,10.46,2,0.135,0
171.48,1.51,1,0.031,1
213.45,1.85,2,0.078,1
29.48,1.33,1,0.042,2
25.55,1.35,1,0.018,2
27.86,1.03,1,0.021,2
48.79,2.93,1,0.283,3
30.41,10.79,3,0.046,0
42.97,3.41,2,0.396,3
159.39,1.79,2,0.03,1
28.11,1.12,2,0.013,2
37.44,13.12,2,0.068,0
25.14,11.57,3,0.141,0
46.15,3.32,2,0.324,3
37.46,2.39,2,0.476,3
33.97,17.07,4,0.078,0
35.21,2.61,2,0.275,3
148.55,1.99,2,0.047,1
211.14,2.6,3,0.07,1
29.98,13.44,3,0.062,0
46.83,3.32,2,0.299,3
55.79,3.77,2,0.305,3
42.62,2.1,2,0.418,3
178.58,2.2,1,0.019,1
39.15,2.93,2,0.339,3
25.26,1.02,1,0.0,2
23.06,16.96,4,0.153,0
187.9,1.31,2,0.057,1
193.28,2.03,3,0.096,1
212.21,3.26,1,0.091,1
238.33,1.46,2,0.056,1
215.44,1.72,3,0.051,1
41.61,4.09,2,0.417,3
29.0,10.58,3,0.157,0
181.27,3.85,2,0.064,1
48.22,9.93,4,0.116,0
211.24,1.81,2,0.022,1
25.48,3.3,2,0.353,3
44.46,16.06,3,0.053,0
232.86,2.2,2,0.031,1
30.08,3.14,2,0.341,3
28.05,0.88,1,0.018,2
27.02,0.68,2,0.012,2
46.21,1.72,2,0.476,3
18.46,1.25,1,0.012,2
177.86,1.39,4,0.087,1
255.97,2.87,3,0.03,1
34.43,9.37,3,0.026,0
19.96,1.33,1,0.006,2
27.43,1.05,1,0.043,2
26.58,9.09,3,0.123,0
27.57,13.75,4,0.112,0
55.54,2.5,2,0.216,3
204.15,1.99,1,0.077,1
23.38,0.67,1,0.016,2
51.35,13.79,1,0.135,0
52.68,3.66,2,0.445,3
36.1,13.35,3,0.103,0
199.39,2.04,2,0.024,1
25.12,0.34,1,0.012,2
26.08,1.63,1,0.029,2
191.74,1.07,2,0.117,1
25.46,10.91,1,0.072,2
137.74,2.4,1,0.013,1
23.77,1.46,1,0.003,2
214.2,1.75,2,0.046,1
41.27,3.14,1,0.453,3
164.97,2.25,1,0.035,1
186.45,2.39,3,0.08,1
178.1,1.82,2,0.036,1
30.35,0.2,1,0.041,2
23.34,12.01,3,0.1,0
212.15,1.69,3,0.032,1
206.95,2.89,2,0.044,1
24.47,0.85,1,0.026,2
23.55,12.23,3,0.132,0
198.39,1.72,1,0.033,1
31.47,11.16,2,0.054,0
45.47,2.25,2,0.337,3
44.12,1.23,1,0.313,3
235.01,2.84,2,0.017,1
245.47,0.82,1,0.062,1
181.73,1.44,2,0.018,1
32.67,10.21,2,0.079,0
199.15,1.53,2,0.027,1
227.44,1.46,3,0.045,1
46.51,3.34,2,0.332,3
221.35,1.67,1,0.037,1
178.38,2.29,2,0.054,1
41.48,12.0,2,0.131,0
56.93,3.27,3,0.197,3
13.25,0.7,1,0.038,2
13.58,1.94,1,0.045,2
44.97,1.54,2,0.473,3
28.57,9.79,3,0.057,0
33.51,11.57,2,0.11,0
183.01,2.54,1,0.077,1
174.36,2.52,3,0.095,1
22.69,0.47,1,0.017,2
35.3,1.18,1,0.005,2
28.09,1.23,1,0.027,2
36.61,14.34,3,0.068,0
31.3,0.61,1,0.057,2
20.74,13.27,4,0.14,0
34.04,1.23,2,0.015,2
43.73,3.4,1,0.298,3
175.01,1.72,3,0.048,1
197.17,1.53,3,0.04,1
45.06,1.38,1,0.274,3
49.06,2.34,2,0.336,3
159.54,2.86,2,0.065,1
176.38,2.12,1,0.048,1
35.28,0.93,1,0.039,2
214.17,1.7,2,0.028,1
21.44,1.39,1,0.026,2
28.62,1.08,1,0.003,2
29.22,9.69,3,0.111,0
197.77,1.97,2,0.088,1
48.21,11.71,2,0.068,0
29.24,13.44,4,0.12,0
15.8,0.95,1,0.038,2
228.48,2.11,2,0.043,1
190.9,1.36,1,0.0,1
235.39,2.15,2,0.07,1
29.02,16.48,1,0.055,0
173.17,2.33,2,0.111,1
225.49,2.63,2,0.031,1
19.88,0.31,1,0.0,2
47.02,2.2,3,0.182,3
193.22,1.05,3,0.057,1
234.77,1.87,3,0.05,1
262.48,1.97,2,0.111,1
216.9,2.89,2,0.034,1
35.97,3.24,2,0.334,3
166.0,1.67,2,0.051,1
191.86,2.17,1,0.084,1
190.73,2.67,3,0.035,1
181.03,2.51,2,0.048,1
43.58,2.07,3,0.207,3
33.11,0.74,2,0.029,2
30.74,12.82,3,0.145,0
36.89,3.85,3,0.283,3
212.98,0.97,2,0.068,1
26.84,14.22,2,0.075,0
16.24,1.64,2,0.0,2
259.5,1.59,2,0.05,1
51.78,4.0,3,0.394,3
32.38,10.76,4,0.0,0
218.0,1.6,1,0.0,1
19.57,1.2,1,0.003,2
24.01,0.95,1,0.025,2
186.92,2.28,3,0.063,1
48.99,2.64,1,0.387,3
21.66,0.81,2,0.03,2
209.07,3.03,1,0.002,1
49.45,4.09,2,0.36,3
234.72,2.02,1,0.037,1
23.24,1.24,1,0.019,2
165.77,0.59,2,0.088,1
42.1,14.51,2,0.087,0
160.19,1.68,2,0.042,1
34.34,3.96,1,0.392,3
49.7,12.09,3,0.1,0
52.26,3.58,3,0.223,3
43.99,2.4,2,0.469,3
57.06,10.78,3,0.091,0
40.34,14.17,3,0.04,0
46.36,2.43,1,0.338,3
31.73,14.16,3,0.067,0
148.07,2.73,2,0.002,1
38.16,15.52,4,0.077,0
50.45,10.32,3,0.027,0
29.89,9.56,2,0.102,0
199.02,0.2,1,0.088,1
40.83,10.45,3,0.138,0
36.38,3.29,1,0.327,3
46.37,4.19,2,0.306,3
28.98,2.38,3,0.336,3
18.6,1.78,1,0.0,2
209.05,1.76,3,0.064,1
49.4,2.61,2,0.442,3
22.38,0.71,1,0.0,2
20.63,0.55,1,0.03,2
186.94,1.78,2,0.052,1
40.04,2.51,3,0.27,3
191.84,1.24,2,0.052,1
65.48,3.52,2,0.36,3
241.79,1.79,2,0.028,1
45.83,3.34,3,0.376,3
251.4,1.79,3,0.09,1
38.29,2.24,2,0.307,3
50.46,3.03,2,0.392,3
23.83,1.35,2,0.013,2
36.97,4.77,2,0.348,3
31.63,11.54,3,0.124,0
25.58,1.27,1,0.0,2
36.66,16.31,3,0.087,0
188.24,2.56,1,0.095,1
50.37,2.33,2,0.392,3
45.31,4.06,3,0.262,3
214.45,1.91,1,0.037,1
40.74,2.81,2,0.337,3
20.44,0.98,1,0.056,2
202.58,2.6,2,0.067,1
36.81,1.98,2,0.419,3
49.85,2.55,2,0.222,3
56.53,3.15,3,0.389,3
22.61,3.57,2,0.264,3
43.81,9.87,1,0.112,2
204.03,1.78,2,0.044,1
201.99,1.54,3,0.041,1
192.45,2.01,2,0.037,1
24.94,3.19,2,0.284,3
41.76,13.7,3,0.106,0
194.86,1.52,2,0.073,1
40.35,11.97,3,0.038,0
28.38,1.38,1,0.02,2
6.82,1.18,1,0.038,2
18.33,1.03,1,0.046,2
44.48,3.13,2,0.306,3
21.75,1.03,1,0.01,2
34.45,3.2,2,0.301,3
40.12,8.95,4,0.186,0
16.97,1.27,1,0.042,2
37.37,13.28,3,0.177,0
222.65,2.73,2,0.044,1
43.49,12.86,4,0.123,0
160.53,2.27,2,0.023,1
168.74,1.55,2,0.051,1
15.39,1.09,1,0.0,2
207.38,3.6,2,0.034,1
38.23,10.47,3,0.074,0
82.66,1.66,2,0.081,2
34.12,1.97,2,0.422,3
25.68,1.49,1,0.024,2
162.36,1.52,2,0.083,1
130.04,1.76,1,0.085,2
193.36,1.22,1,0.05,1
44.25,14.23,3,0.123,0
43.02,1.69,2,0.404,3
32.91,7.53,3,0.002,0
182.7,0.95,2,0.115,1
245.5,1.45,2,0.015,1
40.96,14.09,2,0.098,0
37.95,3.21,2,0.351,3
31.15,13.19,1,0.129,0
44.11,13.19,2,0.071,0
32.53,0.59,1,0.008,2
13.3,1.15,1,0.01,2
53.74,4.26,1,0.356,3
31.88,10.19,4,0.095,0
40.19,13.89,2,0.118,0
27.66,12.31,2,0.021,0
40.28,2.83,2,0.379,3
44.79,14.39,4,0.1,0
56.54,2.28,2,0.315,3
62.76,1.49,2,0.279,3
58.43,2.0,2,0.285,3
186.92,3.23,2,0.032,1
35.85,4.56,2,0.387,3
36.88,15.1,4,0.072,0
198.03,2.65,1,0.079,1
42.6,12.44,2,0.14,0
29.01,0.71,1,0.024,2
216.85,2.17,1,0.001,1
37.01,10.85,3,0.064,0
22.17,1.39,2,0.017,2
41.53,1.47,2,0.41,3
24.2,0.92,1,0.023,2
162.46,2.46,2,0.041,1
179.91,2.14,3,0.079,1
119.19,1.31,1,0.041,2
216.1,2.3,1,0.055,1
12.64,0.91,1,0.017,2
38.69,3.71,2,0.377,3
40.99,14.22,4,0.096,0
173.86,2.34,1,0.033,1
22.27,4.25,3,0.335,3
31.64,13.55,3,0.131,0
36.43,10.32,2,0.122,0
34.32,11.83,2,0.061,0
33.6,17.38,2,0.064,0
130.01,3.06,1,0.023,2
36.55,10.84,3,0.117,0
221.47,2.19,2,0.055,1
30.85,10.09,4,0.086,0
184.73,1.96,1,0.078,1
37.74,2.77,1,0.399,3
30.84,3.69,2,0.362,3
29.83,1.2,1,0.0,2
39.85,12.72,4,0.067,0
16.97,0.65,1,0.008,2
23.49,19.15,3,0.192,0
27.91,2.27,2,0.147,2
240.67,2.22,3,0.022,1
33.17,2.13,2,0.376,3
207.95,1.62,1,0.0,1
27.49,1.09,1,0.035,2
36.83,13.2,3,0.125,0
41.59,14.29,2,0.081,0
153.17,1.71,2,0.036,1
22.87,1.47,1,0.041,2
180.79,1.76,2,0.071,1
177.52,2.23,3,0.056,1
192.11,1.23,3,0.02,1
33.18,12.57,2,0.023,0
34.63,11.63,4,0.093,0
197.94,1.69,2,0.021,1
25.43,8.45,4,0.154,0
52.04,14.81,4,0.08,0
202.66,3.29,2,0.033,1
186.61,2.19,2,0.058,1
51.32,3.61,2,0.321,3
31.59,11.94,3,0.165,0
40.0,9.15,2,0.01,0
187.38,1.72,1,0.074,1
45.63,2.89,2,0.403,3
41.93,15.48,4,0.08,0
52.96,2.37,1,0.438,3
53.61,1.87,2,0.44,3
34.3,1.65,1,0.003,2
29.53,1.24,1,0.025,2
193.41,1.78,3,0.003,1
34.62,13.26,2,0.079,0
226.79,2.72,3,0.074,1
42.7,2.93,1,0.314,3
49.88,2.53,2,0.297,3
14.61,13.85,4,0.117,0
57.96,4.29,2,0.326,3
39.84,3.71,2,0.325,3
47.09,4.35,3,0.406,3
48.98,2.27,2,0.341,3
37.3,4.42,2,0.248,3
25.89,11.32,2,0.101,0
196.34,1.96,3,0.031,1
27.93,15.25,4,0.067,0
248.49,2.31,2,0.021,1
23.97,17.51,4,0.076,0
47.94,3.45,2,0.31,3
33.74,12.77,2,0.055,0
23.82,8.81,3,0.059,0
208.79,1.93,2,0.058,1
38.91,13.35,3,0.035,0
234.64,3.01,1,0.068,1
43.92,2.55,3,0.514,3
16.55,0.87,1,0.044,2
40.08,9.73,3,0.068,0
168.25,2.69,1,0.084,1
19.43,1.25,1,0.021,2
34.89,11.64,2,0.069,0
210.94,1.82,3,0.024,1
40.14,3.68,1,0.311,3
217.01,1.07,2,0.053,1
39.76,15.2,5,0.104,0
50.81,7.08,3,0.131,0
30.53,11.7,3,0.133,0
25.64,7.6,3,0.066,0
191.82,2.16,2,0.001,1
63.2,2.75,2,0.267,3
24.55,1.52,1,0.004,2
130.43,2.32,1,0.029,2
34.37,11.99,4,0.068,0
25.86,10.2,3,0.061,0
167.78,2.92,2,0.043,1
28.66,0.9,1,0.048,2
39.29,14.01,3,0.106,0
225.73,1.36,2,0.052,1
22.91,0.44,1,0.02,2
19.15,12.39,3,0.1,0
23.63,1.45,1,0.045,2
164.98,1.66,2,0.057,1
191.5,1.84,2,0.055,1
38.0,8.94,3,0.148,0
219.81,2.52,1,0.017,1
40.68,2.21,2,0.457,3
228.97,2.53,3,0.05,1
38.94,3.16,3,0.143,3
48.26,3.47,2,0.292,3
203.48,2.18,3,0.062,1
48.94,11.73,2,0.123,0
121.48,1.02,2,0.052,1
37.45,8.28,3,0.022,0
46.29,11.8,2,0.069,0
40.2,2.67,3,0.293,3
165.71,1.72,2,0.058,1
219.46,1.22,3,0.0,1
